node_id	label	community_cid	community_label	source_file	source_url
concept_google_antigravity	Google Antigravity (AI Coding Platform)	3	📂 living files on disk · caveman · 3	openclaw/spellbook-homework/safishamsi__graphify.md	
concept_github_copilot_cli	GitHub Copilot CLI	3	📂 living files on disk · caveman · 3	openclaw/spellbook-homework/safishamsi__graphify.md	
concept_go_language	Go Programming Language	4	📊 Agent HUDs &amp; Monitoring	openclaw/spellbook-homework/phiat__claude-esp.md	
concept_local_ai_inference	Local AI Inference on Apple Silicon	1	📂 living files on disk · claude · 1	openclaw/spellbook-homework/nicedreamzapp__claude-code-local.md	
concept_claude_code_tool	Claude Code CLI Tool	1	📂 living files on disk · claude · 1	openclaw/spellbook-homework/nicedreamzapp__claude-code-local.md	
concept_no_cloud_no_api_fees	No Cloud No API Fees Pattern	1	📂 living files on disk · claude · 1	openclaw/spellbook-homework/nicedreamzapp__claude-code-local.md	
concept_claude_hidden_output_streaming	Claude Code Hidden Output Streaming	4	📊 Agent HUDs &amp; Monitoring	openclaw/spellbook-homework/phiat__claude-esp.md	
concept_subagent_observability	Subagent Observability	4	📊 Agent HUDs &amp; Monitoring	openclaw/spellbook-homework/phiat__claude-esp.md	
concept_turboquant	Google TurboQuant	1	📂 living files on disk · claude · 1	openclaw/spellbook-homework/nicedreamzapp__claude-code-local.md	
concept_no_cloud	No Cloud / No API Fees	1	📂 living files on disk · claude · 1	openclaw/spellbook-homework/nicedreamzapp__claude-code-local.md	
concept_hidden_output	Claude Code Hidden Output Streaming	4	📊 Agent HUDs &amp; Monitoring	openclaw/spellbook-homework/phiat__claude-esp.md	
concept_thinking	Thinking (Hidden LLM Output)	4	📊 Agent HUDs &amp; Monitoring	openclaw/spellbook-homework/phiat__claude-esp.md	
phiat_claude_esp_streaming_tui	Claude ESP - Streaming TUI for Hidden Output	4	📊 Agent HUDs &amp; Monitoring	openclaw/spellbook-homework/phiat__claude-esp.md	
m8e_graphify_claude_code_skill	m8e/graphify - Claude Code Skill for Knowledge Graph	3	📂 living files on disk · caveman · 3	openclaw/spellbook-homework/m8e__graphify.md	
safishamsi_graphify_ai_coding_skill	safishamsi/graphify - Multi-AI-Assistant Coding Skill (Claude Code, Codex, OpenCode, Cursor, Gemini CLI, GitHub Copilot CLI, OpenClaw, Factory Droid, Trae, Google Antigravity)	3	📂 living files on disk · caveman · 3	openclaw/spellbook-homework/safishamsi__graphify.md	
concept_subagent_streaming	Subagent Streaming (Hidden Output Visibility)	4	📊 Agent HUDs &amp; Monitoring	openclaw/spellbook-homework/phiat__claude-esp.md	
nicedreamzapp_claude_code_local_concept_turboquant	Google TurboQuant	1	📂 living files on disk · claude · 1	openclaw/spellbook-homework/nicedreamzapp__claude-code-local.md	
nicedreamzapp_claude_code_local_concept_122b_model	122B Model at 41 tok/s	1	📂 living files on disk · claude · 1	openclaw/spellbook-homework/nicedreamzapp__claude-code-local.md	
phiat_claude_esp_concept_subagents	Subagent Visibility	4	📊 Agent HUDs &amp; Monitoring	openclaw/spellbook-homework/phiat__claude-esp.md	
phiat_claude_esp_concept_go_lang	Go Programming Language	4	📊 Agent HUDs &amp; Monitoring	openclaw/spellbook-homework/phiat__claude-esp.md	
nicedreamzapp_claude_code_local_google_turboquant	Google TurboQuant	1	📂 living files on disk · claude · 1	openclaw/spellbook-homework/nicedreamzapp__claude-code-local.md	
nicedreamzapp_claude_code_local_122b_model	122B Local Model (41 tok/s)	1	📂 living files on disk · claude · 1	openclaw/spellbook-homework/nicedreamzapp__claude-code-local.md	
phiat_claude_esp_stream_hidden_output	Claude Code Hidden Output Streaming	4	📊 Agent HUDs &amp; Monitoring	openclaw/spellbook-homework/phiat__claude-esp.md	
m8e_graphify_knowledge_graph_skill	Knowledge Graph Claude Code Skill	3	📂 living files on disk · caveman · 3	openclaw/spellbook-homework/m8e__graphify.md	
m8e_graphify_community_detection	Community Detection in Knowledge Graph	3	📂 living files on disk · caveman · 3	openclaw/spellbook-homework/m8e__graphify.md	
m8e_graphify_god_nodes	God Nodes (High-Centrality Graph Nodes)	3	📂 living files on disk · caveman · 3	openclaw/spellbook-homework/m8e__graphify.md	
safishamsi_graphify_multi_assistant_skill	Multi-AI Coding Assistant Skill (Claude Code, Codex, OpenCode, Cursor, Gemini CLI, Copilot CLI, OpenClaw, Factory Droid, Trae, Google Antigravity)	3	📂 living files on disk · caveman · 3	openclaw/spellbook-homework/safishamsi__graphify.md	
safishamsi_graphify_graphrag	GraphRAG Knowledge Graph	3	📂 living files on disk · caveman · 3	openclaw/spellbook-homework/safishamsi__graphify.md	
concept_no_cloud_local_ai	No-Cloud Local AI Execution	1	📂 living files on disk · claude · 1	openclaw/spellbook-homework/nicedreamzapp__claude-code-local.md	
concept_tui_streaming	TUI Real-time Output Streaming	4	📊 Agent HUDs &amp; Monitoring	openclaw/spellbook-homework/phiat__claude-esp.md	
concept_graphify_tool	Graphify Knowledge Graph Tool	3	📂 living files on disk · caveman · 3	openclaw/spellbook-homework/nicedreamzapp__claude-code-local.md	
user_nickarchuleta	Nick Archuleta (GitHub User)	1	📂 living files on disk · claude · 1	openclaw/spellbook-homework/nicedreamzapp__claude-code-local.md	
concept_claude_code_local_inference	Claude Code Local Inference (No Cloud/API)	1	📂 living files on disk · claude · 1	openclaw/spellbook-homework/nicedreamzapp__claude-code-local.md	
concept_claude_code_hidden_output	Claude Code Hidden Output Streaming	4	📊 Agent HUDs &amp; Monitoring	openclaw/spellbook-homework/phiat__claude-esp.md	
concept_tui_terminal	TUI Terminal Interface	4	📊 Agent HUDs &amp; Monitoring	openclaw/spellbook-homework/phiat__claude-esp.md	
concept_subagent_visibility	Subagent Observability	4	📊 Agent HUDs &amp; Monitoring	openclaw/spellbook-homework/phiat__claude-esp.md	
claudecodelocal_local_ai	Local AI on Apple Silicon	1	📂 living files on disk · claude · 1	openclaw/spellbook-homework/nicedreamzapp__claude-code-local.md	
claudecodelocal_122b_model	122B Parameter Model	1	📂 living files on disk · claude · 1	openclaw/spellbook-homework/nicedreamzapp__claude-code-local.md	
claudecodelocal_python	Python Language	1	📂 living files on disk · claude · 1	openclaw/spellbook-homework/nicedreamzapp__claude-code-local.md	
claudeesp_go	Go Language	4	📊 Agent HUDs &amp; Monitoring	openclaw/spellbook-homework/phiat__claude-esp.md	
claudeesp_agents_topic	Agents Topic	4	📊 Agent HUDs &amp; Monitoring	openclaw/spellbook-homework/phiat__claude-esp.md	
shared_claude_code	Claude Code	1	📂 living files on disk · claude · 1	openclaw/spellbook-homework/nicedreamzapp__claude-code-local.md	
shared_no_cloud	No Cloud / No API Fees	1	📂 living files on disk · claude · 1	openclaw/spellbook-homework/nicedreamzapp__claude-code-local.md	
phiat_claude_esp_concept_stream_hidden_output	Stream Claude Code Hidden Output	4	📊 Agent HUDs &amp; Monitoring	openclaw/spellbook-homework/phiat__claude-esp.md	
5bhuv4n35h_pentestmindmap	5bhuv4n35h/pentestmindmap	10	💀 OSINT &amp; Security	openclaw/spellbook-homework/5bhuv4n35h__pentestmindmap.md	
5bhuv4n35h_pentestmindmap_concept_pentest	Penetration Testing Mindmap	10	💀 OSINT &amp; Security	openclaw/spellbook-homework/5bhuv4n35h__pentestmindmap.md	
5bhuv4n35h_pentestmindmap_concept_oscp	OSCP Certification Prep	10	💀 OSINT &amp; Security	openclaw/spellbook-homework/5bhuv4n35h__pentestmindmap.md	
0xemmkty_quantmuse	0xemmkty/QuantMuse	2	🔥 harnesses &amp; CLIs · xble · 2	openclaw/spellbook-homework/0xemmkty__QuantMuse.md	
0xemmkty_quantmuse_concept_quant_trading	AI-Powered Quantitative Trading System	2	🔥 harnesses &amp; CLIs · xble · 2	openclaw/spellbook-homework/0xemmkty__QuantMuse.md	
0xemmkty_quantmuse_concept_risk_management	Advanced Risk Management	2	🔥 harnesses &amp; CLIs · xble · 2	openclaw/spellbook-homework/0xemmkty__QuantMuse.md	
666ghj_mirofish	666ghj/MiroFish	6	🎭 swarms &amp; teams	openclaw/spellbook-homework/666ghj__MiroFish.md	
666ghj_mirofish_concept_swarm_intelligence	Swarm Intelligence Engine	6	🎭 swarms &amp; teams	openclaw/spellbook-homework/666ghj__MiroFish.md	
666ghj_mirofish_concept_knowledge_graph	Knowledge Graph (MiroFish)	6	🎭 swarms &amp; teams	openclaw/spellbook-homework/666ghj__MiroFish.md	
666ghj_mirofish_concept_multi_agent_simulation	Multi-Agent Simulation	6	🎭 swarms &amp; teams	openclaw/spellbook-homework/666ghj__MiroFish.md	
0xble_notion_cli	0xble/notion-cli	0	🖥️ This Mac	openclaw/spellbook-homework/0xble__notion-cli.md	
0xble_notion_cli_concept_mcp	Model Context Protocol (MCP) CLI for Notion	0	🖥️ This Mac	openclaw/spellbook-homework/0xble__notion-cli.md	
0xble_sentry_cli	0xble/sentry-cli	2	🔥 harnesses &amp; CLIs · xble · 2	openclaw/spellbook-homework/0xble__sentry-cli.md	
0xble_sentry_cli_concept_sentry	Sentry CLI Utility	2	🔥 harnesses &amp; CLIs · xble · 2	openclaw/spellbook-homework/0xble__sentry-cli.md	
awesomedata_awesome_public_datasets	awesomedata/awesome-public-datasets	7	📦 Datasets &amp; Data Tools	openclaw/spellbook-homework/awesomedata__awesome-public-datasets.md	
awesomedata_awesome_public_datasets_concept_opendata	Open Datasets Catalog	7	📦 Datasets &amp; Data Tools	openclaw/spellbook-homework/awesomedata__awesome-public-datasets.md	
concept_bug_bounty	Bug Bounty	10	💀 OSINT &amp; Security	openclaw/spellbook-homework/5bhuv4n35h__pentestmindmap.md	
concept_financial_forecasting	Financial Forecasting	1	📂 living files on disk · claude · 1	openclaw/spellbook-homework/666ghj__MiroFish.md	
concept_llms	Large Language Models (LLMs)	6	🎭 swarms &amp; teams	openclaw/spellbook-homework/666ghj__MiroFish.md	
spellbook_local_workspace	★ Local workspace (disk)	3	📂 living files on disk · caveman · 3		
local_fs__3f5b4674885f__cache	graphify-out/cache · 0 B	3	📂 living files on disk · caveman · 3	/Users/coocoocachoo/graphify-out/cache	
local_fs__89ae521dcbc1__claude-memory	graphify-agents-staging/claude-memory · 40.1 KB	3	📂 living files on disk · caveman · 3	/Users/coocoocachoo/graphify-agents-staging/claude-memory	
local_fs__dc3735cbc09b__earth-engine-app	earth-engine-app · 35.3 KB	3	📂 living files on disk · caveman · 3	/Users/coocoocachoo/earth-engine-app	
local_fs__b2167e4b1b65__earth-viewer	earth-viewer · 16.4 KB	3	📂 living files on disk · caveman · 3	/Users/coocoocachoo/earth-viewer	
local_fs__5fdc1c774f49__game-2d-clone	game-2d-clone · 6.7 KB	3	📂 living files on disk · caveman · 3	/Users/coocoocachoo/game-2d-clone	
local_fs__5af524e17d47__google-earth-clone	google-earth-clone · 331.8 MB	3	📂 living files on disk · caveman · 3	/Users/coocoocachoo/google-earth-clone	
local_fs__bac1d9baebdc__graphify-agents-staging	graphify-agents-staging · 264.1 MB	3	📂 living files on disk · caveman · 3	/Users/coocoocachoo/graphify-agents-staging	
local_fs__7ae96acba5e6__graphify-nuclear-staging	graphify-nuclear-staging · 25.5 MB	3	📂 living files on disk · caveman · 3	/Users/coocoocachoo/graphify-nuclear-staging	
local_fs__e1385acb9157__graphify-out	graphify-out/graphify-out · 0 B	3	📂 living files on disk · caveman · 3	/Users/coocoocachoo/graphify-out/graphify-out	
local_fs__6039c3ef5fcf__graphify-out	graphify-out · 2.9 MB	3	📂 living files on disk · caveman · 3	/Users/coocoocachoo/graphify-out	
local_fs__e86d897a7b99__gsd-agents	graphify-agents-staging/gsd-agents · 311.2 KB	3	📂 living files on disk · caveman · 3	/Users/coocoocachoo/graphify-agents-staging/gsd-agents	
local_fs__b9d5b5de797f__hermes	graphify-agents-staging/hermes · 130.1 MB	3	📂 living files on disk · caveman · 3	/Users/coocoocachoo/graphify-agents-staging/hermes	
local_fs__d1ade6fa7e4d__my-pi-projects	my-pi-projects · 101.8 KB	3	📂 living files on disk · caveman · 3	/Users/coocoocachoo/my-pi-projects	
local_fs__638ace148464__obsidian-vault	graphify-agents-staging/obsidian-vault · 2.6 KB	3	📂 living files on disk · caveman · 3	/Users/coocoocachoo/graphify-agents-staging/obsidian-vault	
local_fs__b27953bfa754__openbb-env	openbb-env · 622.9 MB	1	📂 living files on disk · claude · 1	/Users/coocoocachoo/openbb-env	
local_fs__b0b27aaa359b__openclaw	graphify-agents-staging/openclaw · 131.0 MB	3	📂 living files on disk · caveman · 3	/Users/coocoocachoo/graphify-agents-staging/openclaw	
local_fs__184b802a0402__polyterm	polyterm · 6.7 MB	3	📂 living files on disk · caveman · 3	/Users/coocoocachoo/polyterm	
local_fs__77e65a8b656d__spellbook_oracle	spellbook_oracle · 133.9 MB	3	📂 living files on disk · caveman · 3	/Users/coocoocachoo/spellbook_oracle	
local_fs__d6f771fd6d13__spellbook-oracle	graphify-agents-staging/spellbook-oracle · 2.3 MB	3	📂 living files on disk · caveman · 3	/Users/coocoocachoo/graphify-agents-staging/spellbook-oracle	
local_fs__06020217982f__cost_json	graphify-out/cost.json · 205 B	3	📂 living files on disk · caveman · 3	/Users/coocoocachoo/graphify-out/cost.json	
local_fs__b55388e24750__github_stars_mirror_html	graphify-out/github_stars_mirror.html · 327.4 KB	3	📂 living files on disk · caveman · 3	/Users/coocoocachoo/graphify-out/github_stars_mirror.html	
local_fs__d4475e95ae9e__GRAPH_REPORT_md	graphify-out/GRAPH_REPORT.md · 25.3 KB	3	📂 living files on disk · caveman · 3	/Users/coocoocachoo/graphify-out/GRAPH_REPORT.md	
local_fs__3341e01dab23__graph_json	graphify-out/graph.json · 775.5 KB	3	📂 living files on disk · caveman · 3	/Users/coocoocachoo/graphify-out/graph.json	
local_fs__e295b13b6500__manifest_json	graphify-out/manifest.json · 5.4 KB	3	📂 living files on disk · caveman · 3	/Users/coocoocachoo/graphify-out/manifest.json	
local_fs__52e62d9f9cf4__MASTER_SPELLBOOK_md	spellbook_oracle/MASTER_SPELLBOOK.md · 98.5 KB	3	📂 living files on disk · caveman · 3	/Users/coocoocachoo/spellbook_oracle/MASTER_SPELLBOOK.md	
local_fs__971511574efa__OGLIST_github-stars-spellbook_md	OGLIST_github-stars-spellbook.md · 37.2 KB	3	📂 living files on disk · caveman · 3	/Users/coocoocachoo/OGLIST_github-stars-spellbook.md	
local_fs__15e17c57c898__ql_server_py	graphify-out/ql_server.py · 1.2 KB	3	📂 living files on disk · caveman · 3	/Users/coocoocachoo/graphify-out/ql_server.py	
local_fs__d5b2e667b1dc__README_md	spellbook_oracle/README.md · 6.9 KB	3	📂 living files on disk · caveman · 3	/Users/coocoocachoo/spellbook_oracle/README.md	
spellbook_hub_osint	💀 OSINT & security	10	💀 OSINT &amp; Security		
spellbook_hub_audio	🎵 Audio & voice	0	🖥️ This Mac		
spellbook_hub_selfhosted	🏗️ Self-hosted & infra	8	🔥 harnesses &amp; CLIs · codex · 8		
spellbook_hub_mobile_games	📱 Mobile & games	12	🌐 Misc Tools &amp; Wildcards · spellbook · 12		
spellbook_hub_web_frontend	🌐 Web & frontend	13	🌐 Misc Tools &amp; Wildcards · spellbook · 13		
spellbook_hub_datasets	📦 Datasets & data tools	7	📦 Datasets &amp; Data Tools		
spellbook_hub_hardware	🔧 Hardware & physical	8	🔥 harnesses &amp; CLIs · codex · 8		
spellbook_list_sun_0	💀 OSINT & Security	10	💀 OSINT &amp; Security		
spellbook_list_sun_1	🔮 Trading — Prediction Markets & Backtesting	1	📂 living files on disk · claude · 1		
spellbook_list_sun_2	🔮 Trading — Bots & Execution	1	📂 living files on disk · claude · 1		
spellbook_list_sun_3	🔮 Trading — Financial Data & APIs	1	📂 living files on disk · claude · 1		
spellbook_list_sun_4	✨ Agent Skills — Claude-Specific	1	📂 living files on disk · claude · 1		
spellbook_list_sun_5	✨ Agent Skills — Specialized Domain	0	🖥️ This Mac		
spellbook_list_sun_6	📊 Agent HUDs & Monitoring	4	📊 Agent HUDs &amp; Monitoring		
spellbook_list_sun_7	🎭 swarms & teams	6	🎭 swarms &amp; teams		
spellbook_list_sun_8	🔥 harnesses & CLIs	2	🔥 harnesses &amp; CLIs · xble · 2		
spellbook_list_sun_9	✨ Agent Skills — General	3	📂 living files on disk · caveman · 3		
spellbook_list_sun_10	🌊 memory & retrieval	9	🌊 memory &amp; retrieval		
spellbook_list_sun_11	📦 Datasets & Data Tools	7	📦 Datasets &amp; Data Tools		
spellbook_list_sun_12	🎵 Audio, Music & Voice	0	🖥️ This Mac		
spellbook_list_sun_13	🍎 MLX & local	1	📂 living files on disk · claude · 1		
spellbook_list_sun_14	🧠 Karpathy & Research Foundry	5	🧠 Karpathy &amp; Research Foundry		
spellbook_list_sun_15	🎨 Visual — Image & Painting	11	🌐 Misc Tools &amp; Wildcards · deepfake · 11		
spellbook_list_sun_16	🎨 Visual — 3D, Video & Worlds	2	🔥 harnesses &amp; CLIs · xble · 2		
spellbook_list_sun_17	🎨 Visual — Creative Tools & Viz	14	🌐 Misc Tools &amp; Wildcards · spellbook · 14		
spellbook_list_sun_18	🛠️ CLI — Steipete Ecosystem	2	🔥 harnesses &amp; CLIs · xble · 2		
spellbook_list_sun_19	🛠️ CLI & Terminal Arsenal	15	🌐 Misc Tools &amp; Wildcards · spellbook · 15		
spellbook_list_sun_20	🏗️ homelab	8	🔥 harnesses &amp; CLIs · codex · 8		
spellbook_list_sun_21	📚 Awesome Lists & Learning	5	🧠 Karpathy &amp; Research Foundry		
spellbook_list_sun_22	🤖 Hardware & Physical Computing	16	🌐 Misc Tools &amp; Wildcards · spellbook · 16		
spellbook_list_sun_23	📱 Mobile & Portable Agents	0	🖥️ This Mac		
spellbook_list_sun_24	💸 Career & Monetization	6	🎭 swarms &amp; teams		
spellbook_list_sun_25	🎮 Games & Fun	17	🌐 Misc Tools &amp; Wildcards · spellbook · 17		
spellbook_macos_apps	🖥️ This Mac · Applications	0	🖥️ This Mac		
local_app__6e705765d27a__Ableton_Live_11_Trial_updated	🖥 .Ableton Live 11 Trial_updated.app · macOS app	0	🖥️ This Mac	/Applications/.Ableton Live 11 Trial_updated.app	
local_app__8972278713a0__Amazon_Kindle	🖥 Amazon Kindle.app · macOS app	0	🖥️ This Mac	/Applications/Amazon Kindle.app	
local_app__5c9291652538__Antigravity	🖥 Antigravity.app · macOS app	0	🖥️ This Mac	/Applications/Antigravity.app	
local_app__1a9b0d367d62__App_Store	🖥 App Store.app · macOS app	0	🖥️ This Mac	/System/Applications/App Store.app	
local_app__20c75a92986d__Apps	🖥 Apps.app · macOS app	0	🖥️ This Mac	/System/Applications/Apps.app	
local_app__b7b5cba17426__Automator	🖥 Automator.app · macOS app	0	🖥️ This Mac	/System/Applications/Automator.app	
local_app__9c95b82acc71__Books	🖥 Books.app · macOS app	0	🖥️ This Mac	/System/Applications/Books.app	
local_app__b47e48fce0fe__Calculator	🖥 Calculator.app · macOS app	0	🖥️ This Mac	/System/Applications/Calculator.app	
local_app__1c959cf6bacd__Calendar	🖥 Calendar.app · macOS app	0	🖥️ This Mac	/System/Applications/Calendar.app	
local_app__953ca567c516__Chess	🖥 Chess.app · macOS app	0	🖥️ This Mac	/System/Applications/Chess.app	
local_app__8fffe10de289__Claude_Code_URL_Handler	🖥 Claude Code URL Handler.app · macOS app	0	🖥️ This Mac	/Users/coocoocachoo/Applications/Claude Code URL Handler.app	
local_app__be3c4840678a__Claude	🖥 Claude.app · macOS app	0	🖥️ This Mac	/Applications/Claude.app	
local_app__d7a4264c7d3b__Clock	🖥 Clock.app · macOS app	0	🖥️ This Mac	/System/Applications/Clock.app	
local_app__a7410e6e30f9__Contacts	🖥 Contacts.app · macOS app	0	🖥️ This Mac	/System/Applications/Contacts.app	
local_app__a242645473d7__COROS_Training_Hub	🖥 COROS Training Hub.app · macOS app	0	🖥️ This Mac	/Users/coocoocachoo/Applications/COROS Training Hub.app	
local_app__b303ba2bcbb3__Cursor	🖥 Cursor.app · macOS app	0	🖥️ This Mac	/Applications/Cursor.app	
local_app__11421cca38a4__Dictionary	🖥 Dictionary.app · macOS app	0	🖥️ This Mac	/System/Applications/Dictionary.app	
local_app__62497d56dd8f__Discord	🖥 Discord.app · macOS app	0	🖥️ This Mac	/Applications/Discord.app	
local_app__cb7c14be8e52__FaceTime	🖥 FaceTime.app · macOS app	0	🖥️ This Mac	/System/Applications/FaceTime.app	
local_app__0f6af8aaa863__FindMy	🖥 FindMy.app · macOS app	0	🖥️ This Mac	/System/Applications/FindMy.app	
local_app__10cc2d0c99de__Font_Book	🖥 Font Book.app · macOS app	0	🖥️ This Mac	/System/Applications/Font Book.app	
local_app__edcdb4732f51__Freeform	🖥 Freeform.app · macOS app	0	🖥️ This Mac	/System/Applications/Freeform.app	
local_app__42e5fbd691ec__FTL_Faster_Than_Light	🖥 FTL Faster Than Light.app · macOS app	0	🖥️ This Mac	/Users/coocoocachoo/Applications/FTL Faster Than Light.app	
local_app__e490075a0c2c__Games	🖥 Games.app · macOS app	0	🖥️ This Mac	/System/Applications/Games.app	
local_app__9400b61372a1__Google_Chrome	🖥 Google Chrome.app · macOS app	0	🖥️ This Mac	/Applications/Google Chrome.app	
local_app__4ccbcdda3336__Google_Docs	🖥 Google Docs.app · macOS app	0	🖥️ This Mac	/Applications/Google Docs.app	
local_app__5c772f9449e3__Google_Drive	🖥 Google Drive.app · macOS app	0	🖥️ This Mac	/Applications/Google Drive.app	
local_app__39cb05e5e768__Google_Sheets	🖥 Google Sheets.app · macOS app	0	🖥️ This Mac	/Applications/Google Sheets.app	
local_app__0f32210ef985__Google_Slides	🖥 Google Slides.app · macOS app	0	🖥️ This Mac	/Applications/Google Slides.app	
local_app__560481864d3c__Home	🖥 Home.app · macOS app	0	🖥️ This Mac	/System/Applications/Home.app	
local_app__a76bcd72547c__Image_Capture	🖥 Image Capture.app · macOS app	0	🖥️ This Mac	/System/Applications/Image Capture.app	
local_app__2e3cbfcde7ad__Image_Playground	🖥 Image Playground.app · macOS app	0	🖥️ This Mac	/System/Applications/Image Playground.app	
local_app__84d1e690f637__iPhone_Mirroring	🖥 iPhone Mirroring.app · macOS app	0	🖥️ This Mac	/System/Applications/iPhone Mirroring.app	
local_app__ef364d22dd02__Journal	🖥 Journal.app · macOS app	0	🖥️ This Mac	/System/Applications/Journal.app	
local_app__7a177801911c__Mail	🖥 Mail.app · macOS app	0	🖥️ This Mac	/System/Applications/Mail.app	
local_app__52ce72f682e4__Maps	🖥 Maps.app · macOS app	0	🖥️ This Mac	/System/Applications/Maps.app	
local_app__e9fb228d36ad__Messages	🖥 Messages.app · macOS app	0	🖥️ This Mac	/System/Applications/Messages.app	
local_app__869cc284cc2d__Mission_Control	🖥 Mission Control.app · macOS app	0	🖥️ This Mac	/System/Applications/Mission Control.app	
local_app__0ed75b3b973d__Music	🖥 Music.app · macOS app	0	🖥️ This Mac	/System/Applications/Music.app	
local_app__2028d7fdc48a__News	🖥 News.app · macOS app	0	🖥️ This Mac	/System/Applications/News.app	
local_app__0734a4fea095__No_Man_s_Sky	🖥 No Man's Sky.app · macOS app	0	🖥️ This Mac	/Users/coocoocachoo/Applications/No Man's Sky.app	
local_app__462023b56cec__Noir	🖥 Noir.app · macOS app	0	🖥️ This Mac	/Applications/Noir.app	
local_app__160a0dfb3f1e__Notes	🖥 Notes.app · macOS app	0	🖥️ This Mac	/System/Applications/Notes.app	
local_app__76ab09d531ad__Obsidian	🖥 Obsidian.app · macOS app	0	🖥️ This Mac	/Applications/Obsidian.app	
local_app__83c93f0a0bc2__Ollama	🖥 Ollama.app · macOS app	0	🖥️ This Mac	/Applications/Ollama.app	
local_app__961604eece12__Pages	🖥 Pages.app · macOS app	0	🖥️ This Mac	/Applications/Pages.app	
local_app__5bb29621758d__Passwords	🖥 Passwords.app · macOS app	0	🖥️ This Mac	/System/Applications/Passwords.app	
local_app__3b89fa4fc350__Phone	🖥 Phone.app · macOS app	0	🖥️ This Mac	/System/Applications/Phone.app	
local_app__b60feadbb744__Photo_Booth	🖥 Photo Booth.app · macOS app	0	🖥️ This Mac	/System/Applications/Photo Booth.app	
local_app__eaf956b606a1__Photos	🖥 Photos.app · macOS app	0	🖥️ This Mac	/System/Applications/Photos.app	
local_app__2a05efc97bac__Podcasts	🖥 Podcasts.app · macOS app	0	🖥️ This Mac	/System/Applications/Podcasts.app	
local_app__32ad972fe1c0__Preview	🖥 Preview.app · macOS app	0	🖥️ This Mac	/System/Applications/Preview.app	
local_app__9a7395ebd623__QuickTime_Player	🖥 QuickTime Player.app · macOS app	0	🖥️ This Mac	/System/Applications/QuickTime Player.app	
local_app__3476cf743766__Rectangle	🖥 Rectangle.app · macOS app	0	🖥️ This Mac	/Applications/Rectangle.app	
local_app__f22b1d0f6085__Reminders	🖥 Reminders.app · macOS app	0	🖥️ This Mac	/System/Applications/Reminders.app	
local_app__fac361f18128__Safari	🖥 Safari.app · macOS app	0	🖥️ This Mac	/System/Volumes/Preboot/Cryptexes/App/System/Applications/Safari.app	
local_app__67951fe4e19f__Shazam	🖥 Shazam.app · macOS app	0	🖥️ This Mac	/Applications/Shazam.app	
local_app__acdf1e45ad06__Shortcuts	🖥 Shortcuts.app · macOS app	0	🖥️ This Mac	/System/Applications/Shortcuts.app	
local_app__4879f4fec3aa__Siri	🖥 Siri.app · macOS app	0	🖥️ This Mac	/System/Applications/Siri.app	
local_app__04498e434bfa__Spotify	🖥 Spotify.app · macOS app	0	🖥️ This Mac	/Applications/Spotify.app	
local_app__8c558bc8545a__Stickies	🖥 Stickies.app · macOS app	0	🖥️ This Mac	/System/Applications/Stickies.app	
local_app__55d803cc4f38__Stocks	🖥 Stocks.app · macOS app	0	🖥️ This Mac	/System/Applications/Stocks.app	
local_app__a5606d144267__System_Settings	🖥 System Settings.app · macOS app	0	🖥️ This Mac	/System/Applications/System Settings.app	
local_app__cca1f0cac46f__Telegram	🖥 Telegram.app · macOS app	0	🖥️ This Mac	/Applications/Telegram.app	
local_app__9c14713a1623__TextEdit	🖥 TextEdit.app · macOS app	0	🖥️ This Mac	/System/Applications/TextEdit.app	
local_app__6b114c17fdff__Time_Machine	🖥 Time Machine.app · macOS app	0	🖥️ This Mac	/System/Applications/Time Machine.app	
local_app__4a9e486f9168__Tips	🖥 Tips.app · macOS app	0	🖥️ This Mac	/System/Applications/Tips.app	
local_app__39be80dc66f4__TV	🖥 TV.app · macOS app	0	🖥️ This Mac	/System/Applications/TV.app	
local_app__6ca3e116cc73__VoiceMemos	🖥 VoiceMemos.app · macOS app	0	🖥️ This Mac	/System/Applications/VoiceMemos.app	
local_app__ccaf555d294a__Wake_Up_Time	🖥 Wake Up Time.app · macOS app	0	🖥️ This Mac	/Applications/Wake Up Time.app	
local_app__22d4e5403c9c__Weather	🖥 Weather.app · macOS app	0	🖥️ This Mac	/System/Applications/Weather.app	
local_app__ad5870a63e80__WhatsApp	🖥 WhatsApp.app · macOS app	0	🖥️ This Mac	/Applications/WhatsApp.app	
concept_hermes_agent	Hermes Agent	3	📂 living files on disk · caveman · 3	openclaw/spellbook-homework/NousResearch__hermes-agent.md	
